Order ID,Customer ID,Customer Name,Region,Country,State,City,Category,Order Date,Ship Date,Order Status,Unit Price,Quantity,Total Sales,Unit Cost,Total Cost,Profit
ORD-2013178,CUST-1692,Sarah Williams,EMEA,France,Île-de-France,Paris,Furniture,2022-11-05,2022-11-09,Shipped,125.01,10,1250.1,63.18,631.8,618.3
ORD-2013111,CUST-1030,John Miller,EMEA,United Kingdom,England,Manchester,Furniture,2022-11-09,2022-11-18,Delivered,307.69,10,3076.9,176.72,1767.2,1309.7
ORD-2013167,CUST-1367,Barbara Martin,NA,Canada,British Columbia,Vancouver,Office Supplies,2023-01-08,2023-01-21,Delivered,252.03,24,6048.72,165.78,3978.72,2070.0
ORD-2013049,CUST-1686,William Williams,LATAM,Brazil,Rio de Janeiro,Rio de Janeiro,Electronics,2023-01-20,2023-02-02,Shipped,245.97,13,3197.61,174.96,2274.48,923.13
ORD-2013197,CUST-1046,Linda Martinez,LATAM,Mexico,Jalisco,Guadalajara,Furniture,2023-02-08,2023-02-16,Delivered,449.13,13,5838.69,266.93,3470.09,2368.6
ORD-2013057,CUST-1217,Jessica Gonzalez,NA,United States,California,San Francisco,Software,2023-02-08,2023-02-20,Delivered,40.62,10,406.2,29.17,291.7,114.5
ORD-2013120,CUST-1234,Mary Hernandez,EMEA,Germany,Bavaria,Munich,Electronics,2023-02-13,2023-02-19,Cancelled,56.81,17,965.77,32.28,548.76,417.01
ORD-2013136,CUST-1701,David Johnson,EMEA,United Kingdom,England,London,Software,2023-02-21,2023-02-24,Shipped,651.25,28,18235.0,549.63,15389.64,2845.36
ORD-2013002,CUST-1046,Linda Martinez,NA,Canada,British Columbia,Vancouver,Office Supplies,2023-03-06,2023-03-07,Processing,413.53,4,1654.12,327.41,1309.64,344.48
ORD-2013075,CUST-1473,Richard Rodriguez,APAC,Australia,Victoria,Melbourne,Furniture,2023-06-09,2023-06-14,Shipped,361.76,12,4341.12,305.49,3665.88,675.24
ORD-2013138,CUST-1367,Barbara Martin,LATAM,Brazil,Rio de Janeiro,Rio de Janeiro,Furniture,2023-06-26,2023-07-09,Shipped,66.61,13,865.93,56.61,735.93,130.0
ORD-2013061,CUST-1271,Robert Davis,NA,Canada,Ontario,Toronto,Software,2023-07-22,2023-07-31,Delivered,157.47,19,2991.93,93.88,1783.72,1208.21
ORD-2013082,CUST-1271,Robert Davis,LATAM,Mexico,Jalisco,Guadalajara,Office Supplies,2023-07-30,2023-07-31,Processing,523.41,21,10991.61,403.41,8471.61,2520.0
ORD-2013161,CUST-1094,Richard Brown,NA,United States,New York,Buffalo,Furniture,2023-08-06,2023-08-08,Shipped,772.15,30,23164.5,363.74,10912.2,12252.3
ORD-2013152,CUST-1228,Robert Brown,NA,United States,California,San Francisco,Software,2023-08-17,2023-08-26,Processing,490.91,17,8345.47,227.24,3863.08,4482.39
ORD-2013190,CUST-1234,Mary Hernandez,LATAM,Mexico,Jalisco,Guadalajara,Electronics,2023-12-11,2023-12-12,Cancelled,24.3,17,413.1,17.62,299.54,113.56
ORD-2013068,CUST-1046,Linda Martinez,APAC,Japan,Osaka,Osaka,Furniture,2023-12-26,2024-01-09,Cancelled,437.79,12,5253.48,240.61,2887.32,2366.16
ORD-2013143,CUST-1270,Mary Anderson,EMEA,France,Auvergne-Rhône-Alpes,Lyon,Office Supplies,2024-03-03,2024-03-14,Delivered,394.11,26,10246.86,300.83,7821.58,2425.28
ORD-2013110,CUST-1228,Robert Brown,LATAM,Brazil,Rio de Janeiro,Rio de Janeiro,Electronics,2024-03-31,2024-04-03,Cancelled,96.25,29,2791.25,74.77,2168.33,622.92
ORD-2013118,CUST-1905,Joseph Jones,LATAM,Mexico,Nuevo León,Monterrey,Software,2024-04-12,2024-04-21,Processing,656.26,26,17062.76,441.07,11467.82,5594.94
ORD-2013013,CUST-1692,Sarah Williams,APAC,Japan,Tokyo,Tokyo,Furniture,2024-04-12,2024-04-26,Shipped,769.21,3,2307.63,602.37,1807.11,500.52
ORD-2013028,CUST-1269,Charles Wilson,APAC,India,Maharashtra,Pune,Software,2024-05-17,2024-05-22,Delivered,330.88,10,3308.8,214.9,2149.0,1159.8
ORD-2013067,CUST-1367,Barbara Martin,LATAM,Brazil,Rio de Janeiro,Rio de Janeiro,Furniture,2024-05-26,2024-06-07,Shipped,231.85,26,6028.1,181.88,4728.88,1299.22
ORD-2013114,CUST-1650,Barbara Garcia,APAC,Japan,Tokyo,Tokyo,Electronics,2024-05-28,2024-06-03,Delivered,257.46,7,1802.22,142.58,998.06,804.16
ORD-2013000,CUST-1271,Robert Davis,LATAM,Mexico,Jalisco,Guadalajara,Electronics,2024-06-06,2024-06-14,Shipped,690.97,5,3454.85,471.48,2357.4,1097.45
ORD-2013172,CUST-1030,John Miller,LATAM,Brazil,Rio de Janeiro,Rio de Janeiro,Software,2024-07-06,2024-07-13,Shipped,453.66,22,9980.52,346.19,7616.18,2364.34
ORD-2013147,CUST-1591,Michael Williams,APAC,Japan,Tokyo,Tokyo,Software,2024-07-18,2024-07-26,Delivered,405.44,3,1216.32,334.63,1003.89,212.43
ORD-2013119,CUST-1270,Mary Anderson,NA,Canada,British Columbia,Vancouver,Electronics,2024-07-28,2024-08-11,Delivered,80.84,6,485.04,42.26,253.56,231.48
ORD-2013064,CUST-1216,Charles Hernandez,LATAM,Mexico,Jalisco,Guadalajara,Software,2024-08-18,2024-08-24,Cancelled,611.59,7,4281.13,318.13,2226.91,2054.22
ORD-2013170,CUST-1217,Jessica Gonzalez,LATAM,Brazil,São Paulo,São Paulo,Office Supplies,2024-10-14,2024-10-22,Shipped,735.04,4,2940.16,314.44,1257.76,1682.4
ORD-2013001,CUST-1623,Jennifer Moore,NA,Canada,British Columbia,Victoria,Electronics,2024-11-13,2024-11-18,Shipped,550.14,18,9902.52,405.95,7307.1,2595.42
ORD-2013134,CUST-1389,William Anderson,APAC,Australia,New South Wales,Sydney,Software,2024-11-16,2024-11-22,Delivered,524.91,8,4199.28,436.85,3494.8,704.48
ORD-2013117,CUST-1746,Linda Garcia,APAC,India,Karnataka,Bengaluru,Office Supplies,2024-12-23,2024-12-27,Cancelled,724.62,7,5072.34,409.79,2868.53,2203.81
ORD-2013025,CUST-1549,Patricia Gonzalez,NA,Canada,British Columbia,Victoria,Electronics,2025-01-10,2025-01-16,Shipped,703.48,9,6331.32,337.92,3041.28,3290.04
ORD-2013016,CUST-1604,Susan Johnson,NA,Canada,Ontario,Toronto,Office Supplies,2025-01-22,2025-01-26,Processing,747.61,29,21680.69,322.19,9343.51,12337.18
ORD-2013046,CUST-1473,Richard Rodriguez,EMEA,Germany,Bavaria,Nuremberg,Software,2025-01-26,2025-02-08,Cancelled,356.93,24,8566.32,237.93,5710.32,2856.0
ORD-2013041,CUST-1686,William Williams,APAC,Japan,Osaka,Osaka,Office Supplies,2025-02-05,2025-02-06,Processing,525.36,25,13134.0,436.46,10911.5,2222.5
ORD-2013003,CUST-1849,Karen Lopez,EMEA,United Kingdom,Scotland,Edinburgh,Electronics,2025-02-05,2025-02-18,Delivered,398.56,4,1594.24,326.06,1304.24,290.0
ORD-2013017,CUST-1367,Barbara Martin,APAC,Australia,New South Wales,Sydney,Office Supplies,2025-03-09,2025-03-21,Shipped,539.27,18,9706.86,288.36,5190.48,4516.38
ORD-2013050,CUST-1849,Karen Lopez,APAC,Australia,Victoria,Melbourne,Office Supplies,2025-05-06,2025-05-12,Cancelled,227.67,9,2049.03,114.69,1032.21,1016.82
ORD-2013010,CUST-1549,Patricia Gonzalez,LATAM,Brazil,São Paulo,Campinas,Electronics,2025-05-06,2025-05-08,Shipped,775.66,30,23269.8,573.29,17198.7,6071.1
ORD-2013193,CUST-1228,Robert Brown,NA,Canada,British Columbia,Victoria,Electronics,2025-05-25,2025-06-02,Shipped,566.73,3,1700.19,354.17,1062.51,637.68
ORD-2013018,CUST-1238,Thomas Martin,EMEA,Germany,Bavaria,Munich,Office Supplies,2025-05-30,2025-06-02,Delivered,489.79,23,11265.17,271.49,6244.27,5020.9
ORD-2013020,CUST-1270,Mary Anderson,EMEA,France,Auvergne-Rhône-Alpes,Lyon,Electronics,2025-07-31,2025-08-01,Shipped,756.86,23,17407.78,610.61,14044.03,3363.75
ORD-2013096,CUST-1389,William Anderson,NA,Canada,Ontario,Ottawa,Electronics,2025-08-01,2025-08-14,Delivered,37.73,9,339.57,27.02,243.18,96.39
ORD-2013107,CUST-1604,Susan Johnson,EMEA,France,Auvergne-Rhône-Alpes,Lyon,Software,2025-08-24,2025-09-06,Delivered,693.43,21,14562.03,376.02,7896.42,6665.61
ORD-2013014,CUST-1604,Susan Johnson,NA,United States,New York,New York City,Electronics,2025-10-11,2025-10-15,Shipped,344.09,19,6537.71,225.16,4278.04,2259.67
ORD-2013155,CUST-1269,Charles Wilson,LATAM,Brazil,São Paulo,São Paulo,Electronics,2025-11-04,2025-11-16,Processing,29.87,11,328.57,17.58,193.38,135.19
ORD-2013173,CUST-1759,William Davis,LATAM,Mexico,Jalisco,Guadalajara,Electronics,2025-12-21,2025-12-23,Cancelled,285.46,3,856.38,183.7,551.1,305.28
